date,FF Europe | Reference,FF Europe | Enhanced Value,FF Europe | Momentum,FF Japan | Reference,FF Japan | Enhanced Value,FF Japan | Momentum,FF Asia-Pacific | Reference,FF Asia-Pacific | Enhanced Value,FF Asia-Pacific | Momentum
1992-05-31,0.0537,0.06225,0.058550000000000005,0.0901,0.09634999999999999,0.1002,0.08199999999999999,0.10715,0.0857
1992-06-30,-0.008499999999999999,-0.0126,-0.0002500000000000002,-0.08730000000000002,-0.07625000000000001,-0.05245,-0.0086,-0.0076500000000000005,0.0133
1992-07-31,-0.037899999999999996,-0.0529,-0.0403,-0.0296,-0.05735,-0.06975,-0.030600000000000002,-0.0251,-0.01655
1992-08-31,-0.0054,-0.016399999999999998,0.0071,0.1663,0.1147,0.1008,-0.058100000000000006,-0.05045000000000001,-0.0371
1992-09-30,-0.027300000000000005,-0.051699999999999996,-0.02765,-0.026000000000000002,-0.011750000000000002,-0.005400000000000001,-0.0225,0.0019000000000000002,-0.02055
1992-10-31,-0.0748,-0.06935,-0.0922,-0.05159999999999999,-0.05365,-0.036199999999999996,0.031200000000000002,0.0426,0.0662
1992-11-30,-0.004200000000000001,-0.0169,-0.01345,0.020800000000000003,0.0036000000000000016,0.0012500000000000002,-0.017499999999999998,-0.011949999999999999,-0.013349999999999997
1992-12-31,0.015,0.007549999999999999,0.0194,-0.0075,0.013399999999999999,0.0002500000000000002,0.0091,-0.015249999999999998,-0.0229
1993-01-31,0.0086,0.04235,0.024149999999999998,-0.0063999999999999994,-0.012799999999999999,-0.010050000000000002,0.0126,0.024599999999999997,0.0263
1993-02-28,0.013300000000000001,0.0172,0.00425,0.0457,0.052750000000000005,0.0474,0.0828,0.0838,0.0732
1993-03-31,0.056799999999999996,0.06634999999999999,0.08255,0.161,0.18125,0.11420000000000001,0.0301,0.0371,0.05385
1993-04-30,0.021599999999999998,0.05225,0.033299999999999996,0.16920000000000002,0.19635,0.15975,0.057499999999999996,0.0872,0.0941
1993-05-31,0.011300000000000001,0.0204,0.0193,0.0518,0.0907,0.0996,0.0511,0.07150000000000001,0.0779
1993-06-30,-0.029800000000000004,-0.028149999999999998,-0.0256,-0.039400000000000004,-0.061649999999999996,-0.0524,-0.025400000000000002,-0.00010000000000000113,-0.00345
1993-07-31,0.0127,0.02585,0.0151,0.06949999999999999,0.0538,0.0589,0.024499999999999997,0.017099999999999997,0.045399999999999996
1993-08-31,0.0886,0.1075,0.08370000000000001,0.023999999999999997,0.02415,0.02745,0.06620000000000001,0.06765,0.043399999999999994
1993-09-30,-0.0038000000000000004,-0.005350000000000001,0.0095,-0.049400000000000006,-0.050350000000000006,-0.05285,0.0026999999999999997,-0.00455,-0.02915
1993-10-31,0.0268,0.0178,0.024149999999999998,-0.0234,-0.05159999999999999,-0.0505,0.16040000000000001,0.15525,0.14384999999999998
1993-11-30,-0.0206,-0.02735,-0.02345,-0.15969999999999998,-0.1739,-0.18130000000000002,-0.0213,-0.00715,-0.024400000000000005
1993-12-31,0.0739,0.07725000000000001,0.0748,0.0223,0.03645,0.03265,0.2075,0.22310000000000002,0.20729999999999998
1994-01-31,0.061399999999999996,0.11485,0.10695,0.17120000000000002,0.20165,0.18409999999999999,0.0111,0.0332,0.019649999999999997
1994-02-28,-0.0325,-0.0101,-0.0162,0.0409,0.058550000000000005,0.06155000000000001,-0.06309999999999999,-0.0372,-0.04725
1994-03-31,-0.025299999999999996,-0.005900000000000001,-0.03255,-0.0196,0.014100000000000001,0.001599999999999999,-0.09720000000000001,-0.10135,-0.11205
1994-04-30,0.040600000000000004,0.04975,0.0372,0.0356,0.046799999999999994,0.03565,0.024100000000000003,0.023799999999999998,0.0047
1994-05-31,-0.0368,-0.027350000000000003,-0.03355,0.0155,0.026099999999999998,0.00375,0.0456,0.0278,0.0373
1994-06-30,-0.008499999999999999,-0.01635,-0.01645,0.0633,0.10145,0.0925,-0.0608,-0.0583,-0.045200000000000004
1994-07-31,0.0494,0.0388,0.037750000000000006,-0.0383,-0.0403,-0.040749999999999995,0.0503,0.036199999999999996,0.0436
1994-08-31,0.022699999999999998,0.0033499999999999997,0.0147,0.0008000000000000004,-0.004299999999999998,-0.0069,0.04,0.0218,0.040100000000000004
1994-09-30,-0.0321,-0.01685,-0.0148,-0.028499999999999998,-0.033,-0.03325,-0.0216,-0.015449999999999998,-0.00855
1994-10-31,0.0397,0.022899999999999997,0.0293,0.025800000000000003,0.032350000000000004,0.036199999999999996,0.013199999999999998,0.0035499999999999998,-0.001299999999999999
1994-11-30,-0.0417,-0.04165,-0.046,-0.0618,-0.07015,-0.07235,-0.0806,-0.07505,-0.07365
1994-12-31,0.0046,0.0028,0.0079,0.0205,0.02,0.022650000000000003,-0.009999999999999998,-0.01575,-0.0088
1995-01-31,-0.011300000000000001,-0.00014999999999999996,0.005750000000000001,-0.0643,-0.07195,-0.09575,-0.0722,-0.06420000000000001,-0.0635
1995-02-28,0.0237,0.017150000000000002,0.02765,-0.05210000000000001,-0.05335,-0.04575,0.062299999999999994,0.047799999999999995,0.00865
1995-03-31,0.0391,0.0202,0.02805,0.09059999999999999,0.0867,0.06939999999999999,0.0097,-0.0016500000000000004,0.005
1995-04-30,0.030100000000000002,0.027299999999999998,0.027000000000000003,0.0412,0.0202,0.0351,0.014700000000000001,0.00515,0.0339
1995-05-31,0.023,0.027,0.0186,-0.0625,-0.0799,-0.060950000000000004,0.046900000000000004,0.026949999999999998,0.032
1995-06-30,0.0147,0.0138,0.0335,-0.0413,-0.036699999999999997,-0.037,-0.0188,-0.0091,-0.006550000000000001
1995-07-31,0.04440000000000001,0.03205,0.0441,0.0635,0.0504,0.026949999999999998,0.0528,0.05205,0.05700000000000001
1995-08-31,-0.0358,-0.044,-0.018000000000000002,-0.0261,-0.019750000000000004,-0.03835,-0.01,-0.014150000000000001,0.000449999999999999
1995-09-30,0.028000000000000004,0.01565,0.05315,-0.0117,-0.036,-0.0126,0.0218,0.03505,0.02655
1995-10-31,-0.0024000000000000002,-0.009550000000000001,0.0131,-0.038500000000000006,-0.0356,-0.020999999999999998,-0.003100000000000001,-0.0105,-0.021899999999999996
1995-11-30,0.0009999999999999996,-0.00935,-0.0026,0.0451,0.05215,0.03555,0.012300000000000002,0.0154,0.03685
1995-12-31,0.0233,0.024149999999999998,0.017099999999999997,0.0484,0.0733,0.02765,0.0331,0.0233,0.02215
1996-01-31,0.0087,0.00805,0.008399999999999998,-0.0124,0.00935,-0.011,0.0876,0.10550000000000001,0.0911
1996-02-29,0.022699999999999998,0.030899999999999997,0.040600000000000004,-0.014499999999999999,-0.016399999999999998,-0.0268,0.007300000000000001,0.00865,0.011649999999999997
1996-03-31,0.0128,0.016149999999999998,0.0282,0.029900000000000003,0.022350000000000002,0.02525,-0.005899999999999999,-0.0057,0.0024999999999999996
1996-04-30,0.0108,0.012750000000000001,0.018000000000000002,0.06839999999999999,0.09595000000000001,0.08009999999999999,0.0204,0.01965,0.026500000000000003
1996-05-31,0.0192,0.026000000000000002,0.03585,-0.0449,-0.03365,-0.04475,0.0114,0.011,0.03535
1996-06-30,0.006200000000000001,0.00535,0.0102,0.0037,0.00605,-0.00255,-0.0173,-0.00845,-0.013199999999999998
1996-07-31,-0.013399999999999999,-0.0118,-0.02375,-0.04719999999999999,-0.04820000000000001,-0.07325,-0.0489,-0.03585,-0.0591
1996-08-31,0.026699999999999998,0.0137,0.035,-0.0431,-0.04095,-0.03705,0.043000000000000003,0.03385,0.05955
1996-09-30,0.0161,0.00405,0.019,0.0288,0.0114,0.00895,0.0275,0.0284,0.03795
1996-10-31,0.0197,0.01525,0.0403,-0.06860000000000001,-0.06375,-0.059649999999999995,0.027599999999999996,0.03225,0.048549999999999996
1996-11-30,0.0449,0.04405,0.040900000000000006,0.0063,-0.004849999999999998,-0.004050000000000005,0.06890000000000002,0.10445,0.08115
1996-12-31,0.024699999999999996,0.02885,0.03025,-0.0706,-0.0759,-0.07314999999999999,9.99999999999994e-05,-0.0015500000000000002,0.00435
1997-01-31,0.0010000000000000009,0.0165,0.015300000000000001,-0.10729999999999999,-0.09855,-0.0897,-0.0172,-0.00315,-0.018199999999999997
1997-02-28,0.010700000000000001,0.01165,0.0135,0.0185,0.0007999999999999999,0.0021499999999999974,0.0126,0.02125,0.0447
1997-03-31,0.0247,0.026049999999999997,0.0154,-0.036699999999999997,-0.044199999999999996,-0.03725,-0.042800000000000005,-0.0427,-0.0306
1997-04-30,-0.0031999999999999997,-0.00945,0.0023999999999999976,0.019200000000000002,-0.0016499999999999987,0.01585,0.0042,0.0128,0.03295
1997-05-31,0.0463,0.0431,0.05055,0.1354,0.1273,0.13395,0.07390000000000001,0.07015,0.061450000000000005
1997-06-30,0.0403,0.02875,0.030950000000000002,0.058100000000000006,0.04095,0.04035,0.0259,0.00585,0.010099999999999998
1997-07-31,0.035500000000000004,0.0251,0.02585,-0.040100000000000004,-0.08549999999999999,-0.006900000000000003,0.021199999999999997,0.033999999999999996,0.061649999999999996
1997-08-31,-0.0488,-0.0266,-0.0271,-0.0942,-0.09465,-0.10269999999999999,-0.0802,0.005099999999999997,-0.024000000000000007
1997-09-30,0.0918,0.09605,0.10175000000000001,-0.0252,-0.0853,-0.026249999999999996,0.0419,-0.013,0.004700000000000003
1997-10-31,-0.044599999999999994,-0.0178,-0.039150000000000004,-0.07650000000000001,-0.05345,-0.0542,-0.2193,-0.25725,-0.2586
1997-11-30,0.0114,-0.0076500000000000005,-0.0034999999999999996,-0.07959999999999999,-0.1426,-0.0852,-0.0114,-0.046799999999999994,-0.03345000000000001
1997-12-31,0.027399999999999997,0.027149999999999997,0.0252,-0.0764,-0.11605,-0.05605,-0.009899999999999999,-0.04485,-0.010499999999999999
1998-01-31,0.0359,0.0403,0.044700000000000004,0.10980000000000001,0.18275,0.08285000000000001,-0.0818,-0.15810000000000002,-0.07495
1998-02-28,0.07880000000000001,0.07919999999999999,0.0802,0.0121,0.0406,-0.00020000000000000052,0.12259999999999999,0.16095,0.093
1998-03-31,0.073,0.10844999999999999,0.09125,-0.0653,-0.07105,-0.06090000000000001,-0.0148,-0.007200000000000001,-0.0076500000000000005
1998-04-30,0.0262,0.030350000000000002,0.0346,-0.0186,-0.04535,-0.004999999999999999,-0.05260000000000001,-0.04925,-0.0332
1998-05-31,0.0262,0.044700000000000004,0.041049999999999996,-0.045,-0.0446,-0.0407,-0.1067,-0.11345,-0.0655
1998-06-30,-0.0009000000000000006,-0.028499999999999998,-0.008199999999999999,0.0072,0.01105,0.0063,-0.056,-0.0399,-0.0347
1998-07-31,0.0193,0.02055,0.0441,-0.012299999999999998,-0.0235,-0.0028999999999999994,-0.03320000000000001,-0.08455000000000001,-0.013049999999999999
1998-08-31,-0.1165,-0.12669999999999998,-0.12695,-0.0883,-0.09705,-0.06085,-0.1293,-0.15744999999999998,-0.1265
1998-09-30,-0.0438,-0.06355,-0.06845,-0.0345,-0.06845,-0.03695,0.1122,0.1041,0.08025
1998-10-31,0.0691,0.05135,0.0472,0.16440000000000002,0.1721,0.14165,0.1839,0.34265,0.05895
1998-11-30,0.0455,0.03925,0.0527,0.0394,0.05895,0.01495,0.0493,0.0711,0.04305
1998-12-31,0.0326,0.01345,0.047599999999999996,0.031599999999999996,0.01735,0.06420000000000001,-0.022899999999999997,-0.0401,-0.012799999999999999
1999-01-31,-0.0008000000000000004,-0.013600000000000001,0.04385,0.0114,0.014,0.01935,-0.0005000000000000004,-0.05255,0.04545
1999-02-28,-0.0184,-0.017,-0.01185,-0.022500000000000003,-0.02405,-0.0018499999999999992,-0.009300000000000001,-0.005599999999999999,-0.01035
1999-03-31,0.004,0.0133,-0.033,0.1404,0.16725,0.1336,0.0857,0.08265,0.06925
1999-04-30,0.0332,0.03775,0.00945,0.0504,0.1024,0.07125,0.172,0.2591,0.12505
1999-05-31,-0.0346,-0.016050000000000002,0.004700000000000003,-0.049800000000000004,-0.05985,-0.0651,-0.0508,0.04175,-0.006149999999999999
1999-06-30,0.0211,0.0237,0.034300000000000004,0.1087,0.13735,0.19995,0.0958,0.1619,0.15585
1999-07-31,0.015000000000000001,0.030100000000000002,0.055499999999999994,0.10319999999999999,0.08635,0.12015,-0.018099999999999998,-0.046950000000000006,-0.06785000000000001
1999-08-31,0.0173,0.02625,0.0664,0.0319,0.05425000000000001,0.08505000000000001,-0.018899999999999997,-0.02365,-0.02045
1999-09-30,0.0007000000000000001,-0.0025,0.014700000000000001,0.0721,0.055,0.0943,-0.0191,-0.0036000000000000025,-0.0121
1999-10-31,0.0211,-0.0036499999999999996,0.04675,0.066,0.018750000000000003,0.05815,0.015799999999999998,-0.007,0.03125
1999-11-30,0.0312,-0.0167,0.09525,0.07600000000000001,-0.04475,0.1139,0.07440000000000001,0.03025,0.07880000000000001
1999-12-31,0.097,0.0625,0.11339999999999999,0.0405,-0.0751,0.018049999999999997,0.0942,0.12275000000000001,0.16025
2000-01-31,-0.06709999999999999,-0.06225,-0.012249999999999997,-0.0495,0.0024,-0.05745,-0.06420000000000001,-0.034949999999999995,-0.0173
2000-02-29,0.063,0.00925,0.10435,-0.0129,-0.05895,0.0588,-0.0031000000000000003,-0.0022000000000000006,0.03445
2000-03-31,0.0113,0.0015499999999999993,-0.07045,0.0657,0.11574999999999999,0.0022000000000000006,0.010799999999999999,0.01465,0.016149999999999998
2000-04-30,-0.0512,-0.037,-0.11684999999999998,-0.08629999999999999,-0.0907,-0.12160000000000001,-0.0599,-0.0936,-0.18860000000000002
2000-05-31,0.0043,0.03685000000000001,-0.0243,-0.0705,0.01495,-0.0935,-0.07949999999999999,-0.10195000000000001,-0.1171
2000-06-30,0.0108,0.03085,0.0088,0.0632,0.11044999999999999,0.0521,0.1119,0.10400000000000001,0.10935
2000-07-31,-0.011000000000000003,0.0035499999999999993,-0.02145,-0.118,-0.10195,-0.15765,-0.001700000000000001,0.01735,-0.010100000000000001
2000-08-31,-0.010700000000000001,-0.01565,0.0125,0.06960000000000001,0.058550000000000005,0.13295,0.0271,0.055150000000000005,0.013500000000000002
2000-09-30,-0.0448,-0.0231,-0.05835,-0.0431,-0.0143,-0.0566,-0.06939999999999999,-0.0764,-0.09615
2000-10-31,-0.021400000000000002,-0.007900000000000003,-0.06825,-0.0701,-0.05185,-0.10590000000000001,-0.055299999999999995,-0.0536,-0.0985
2000-11-30,-0.0404,0.0014000000000000002,-0.08850000000000001,-0.025199999999999997,0.01485,-0.01725,-0.004699999999999999,0.013049999999999999,-0.0232
2000-12-31,0.061799999999999994,0.07475000000000001,0.06695000000000001,-0.0939,-0.055749999999999994,-0.0968,0.045899999999999996,0.05305000000000001,0.01245
2001-01-31,0.009300000000000001,0.013250000000000001,-0.0139,-0.0025000000000000005,-0.0221,-0.029200000000000004,0.0334,0.027399999999999997,0.02615
2001-02-28,-0.0831,-0.0316,-0.0387,-0.0514,0.007899999999999999,-0.0143,-0.03320000000000001,0.0221,-0.0132
2001-03-31,-0.0892,-0.06720000000000001,-0.08005000000000001,-0.037899999999999996,-0.0313,-0.031100000000000003,-0.12819999999999998,-0.09639999999999999,-0.08765
2001-04-30,0.07790000000000001,0.0552,0.05105,0.0909,0.1235,0.1142,0.0689,0.029849999999999998,0.05225
2001-05-31,-0.0471,-0.023200000000000002,-0.007200000000000001,0.0019000000000000002,0.0136,0.0184,0.0017000000000000001,0.04765,0.0279
2001-06-30,-0.033699999999999994,-0.01875,-0.0017500000000000016,-0.05059999999999999,-0.01,-0.00645,0.0164,0.00915,0.0229
2001-07-31,-0.003999999999999999,0.00505,-0.00845,-0.08629999999999999,-0.053,-0.05495,-0.036699999999999997,-0.0364,-0.01845
2001-08-31,-0.0172,0.00505,0.02685,-0.024,0.03445,0.0211,-0.0077,-0.021099999999999997,0.027100000000000003
2001-09-30,-0.11280000000000001,-0.124,-0.0945,-0.07410000000000001,-0.0766,-0.07435,-0.139,-0.14455,-0.1195
2001-10-31,0.034600000000000006,0.032350000000000004,0.026049999999999997,0.0102,0.0078,0.01235,0.0602,0.0566,0.10089999999999999
2001-11-30,0.0426,0.05595,0.019999999999999997,-0.016300000000000002,-0.06265,-0.07105,0.0874,0.0821,0.0596
2001-12-31,0.019700000000000002,0.02045,0.0262,-0.0808,-0.09105,-0.07844999999999999,0.0245,0.0354,0.013999999999999999
2002-01-31,-0.0456,-0.02765,-0.005200000000000001,-0.07680000000000001,-0.057199999999999994,-0.0702,0.0166,0.04095,0.039999999999999994
2002-02-28,0.005399999999999999,0.0091,0.0265,0.0521,0.072,0.0432,-0.015099999999999999,0.007600000000000001,0.020749999999999998
2002-03-31,0.0521,0.0467,0.03945,0.0576,0.02255,0.015250000000000001,0.046700000000000005,0.033,0.05635
2002-04-30,-0.0017000000000000001,0.02665,0.03115,0.0536,0.047799999999999995,0.05865000000000001,0.0079,0.0342,0.011349999999999999
2002-05-31,0.0057,0.031099999999999996,0.035949999999999996,0.07239999999999999,0.1018,0.059550000000000006,0.0213,0.027749999999999997,0.06675
2002-06-30,-0.0235,-0.005749999999999998,0.016050000000000002,-0.046599999999999996,-0.024749999999999998,-0.02015,-0.053799999999999994,-0.026250000000000002,-0.029450000000000004
2002-07-31,-0.10439999999999999,-0.07319999999999999,-0.0731,-0.0589,-0.026699999999999998,-0.035100000000000006,-0.060000000000000005,-0.06705,-0.0746
2002-08-31,0.0028000000000000004,0.0036000000000000008,0.00485,-0.012799999999999999,-0.0143,-0.01795,0.0017000000000000001,-0.0114,0.027200000000000002
2002-09-30,-0.1303,-0.1255,-0.058499999999999996,-0.04800000000000001,-0.0401,-0.05045,-0.07260000000000001,-0.08495,-0.06534999999999999
2002-10-31,0.0872,0.052399999999999995,0.03695,-0.0663,-0.060399999999999995,-0.054849999999999996,0.0469,0.03465,0.0335
2002-11-30,0.049999999999999996,0.061399999999999996,0.017849999999999998,0.0315,-9.99999999999994e-05,0.0133,0.026899999999999997,0.0359,0.019299999999999998
2002-12-31,-0.0264,0.0034000000000000002,0.040100000000000004,-0.0231,-0.0101,-0.0006000000000000001,-0.030300000000000004,-0.0228,0.0099
2003-01-31,-0.0335,-0.008849999999999998,-0.004999999999999999,-0.0331,-0.012600000000000004,-0.010149999999999998,0.0176,0.0266,0.04045
2003-02-28,-0.0325,-0.0249,-0.01115,0.0155,0.055850000000000004,0.0413,-0.013099999999999999,0.0119,0.02165
2003-03-31,-0.0139,-0.0125,-0.0010499999999999997,-0.028300000000000002,-0.00425,-0.00765,-0.0042,-0.03615,-0.009750000000000002
2003-04-30,0.1321,0.1251,0.0649,0.0119,0.031100000000000003,0.0449,0.046400000000000004,0.010100000000000001,0.0434
2003-05-31,0.0775,0.0973,0.0852,0.0462,0.04165,0.0323,0.0726,0.1195,0.095
2003-06-30,0.0127,0.02045,-0.0026999999999999993,0.0722,0.09405,0.051449999999999996,0.0387,0.0431,0.06709999999999999
2003-07-31,0.0178,0.041550000000000004,0.0047,0.0354,0.02965,0.0199,0.034499999999999996,0.0931,0.0577
2003-08-31,0.0027,0.019899999999999998,0.008249999999999999,0.0986,0.11365,0.10075,0.06420000000000001,0.12255,0.0733
2003-09-30,0.028799999999999996,0.042300000000000004,0.04775,0.0756,0.0803,0.08145000000000001,0.0542,0.07694999999999999,0.06795000000000001
2003-10-31,0.0626,0.0797,0.09365000000000001,0.0423,0.0556,0.06415,0.0631,0.05714999999999999,0.06420000000000001
2003-11-30,0.0456,0.04845000000000001,0.04189999999999999,-0.038,-0.05790000000000001,-0.08635000000000001,0.0026,-0.00965,0.0020499999999999997
2003-12-31,0.074,0.06755,0.059800000000000006,0.06549999999999999,0.0751,0.0695,0.0526,0.0345,0.0547
2004-01-31,0.0255,0.05295,0.0657,0.020499999999999997,0.0422,0.05575,0.0451,0.1094,0.06405
2004-02-29,0.0316,0.03635000000000001,0.03735,-0.0002000000000000001,0.0076,-0.0126,0.0379,0.0363,0.0471
2004-03-31,-0.032400000000000005,-0.0346,-0.045250000000000005,0.1512,0.20365,0.24285,-0.015000000000000001,-0.048100000000000004,-0.0339
2004-04-30,-0.0115,-0.00975,-0.02275,-0.0446,-0.02975,0.0016500000000000022,-0.0545,-0.068,-0.08865
2004-05-31,0.014799999999999999,0.00435,0.0069,-0.0329,-0.044399999999999995,-0.07454999999999999,0.0017000000000000001,-0.00825,-0.00435
2004-06-30,0.020599999999999997,0.03165,0.0359,0.0547,0.0769,0.0846,0.005300000000000001,0.00035000000000000005,-0.0015499999999999993
2004-07-31,-0.0302,-0.0312,-0.0334,-0.0668,-0.0503,-0.09935,0.0108,0.0195,0.018299999999999997
2004-08-31,0.0048000000000000004,0.009,0.009049999999999999,0.011,0.013049999999999999,0.0313,0.027100000000000003,0.048350000000000004,0.033549999999999996
2004-09-30,0.041199999999999994,0.0441,0.05324999999999999,-0.0307,-0.019549999999999998,-0.0503,0.054799999999999995,0.04255,0.07550000000000001
2004-10-31,0.041699999999999994,0.046299999999999994,0.041749999999999995,0.0249,0.0269,0.018349999999999998,0.03319999999999999,0.024650000000000002,0.05785
2004-11-30,0.07010000000000001,0.08990000000000001,0.0865,0.0396,0.03705,0.02985,0.0785,0.10875,0.11074999999999999
2004-12-31,0.0441,0.04795,0.0472,0.0519,0.055150000000000005,0.0528,0.0302,0.04145,0.02955
2005-01-31,-0.0109,0.00895,0.009699999999999999,-0.0104,0.022600000000000002,0.033100000000000004,-0.0021999999999999997,0.0027500000000000024,0.0165
2005-02-28,0.047499999999999994,0.05655,0.057800000000000004,0.0187,0.0369,0.0238,0.039,0.0394,0.0451
2005-03-31,-0.023599999999999996,-0.02255,-0.02375,-0.013000000000000001,0.013449999999999998,-0.0008499999999999992,-0.028599999999999997,-0.02645,-0.03555
2005-04-30,-0.023799999999999998,-0.020749999999999998,-0.0227,-0.0196,-0.004900000000000001,4.99999999999997e-05,-0.004999999999999999,0.006950000000000001,-0.0295
2005-05-31,0.0021,0.0035999999999999995,0.0071,-0.0237,-0.0303,-0.037450000000000004,0.0002999999999999999,-0.007549999999999999,-0.0179
2005-06-30,0.0176,0.02325,0.0383,0.009600000000000001,0.0177,0.0234,0.042300000000000004,0.036199999999999996,0.0503
2005-07-31,0.0406,0.05025,0.052,0.009,0.0121,0.0275,0.038,0.0393,0.0235
2005-08-31,0.0232,0.03125,0.049699999999999994,0.0697,0.045450000000000004,0.058550000000000005,0.0038,0.0008000000000000004,0.0302
2005-09-30,0.0177,0.0191,0.03270000000000001,0.0822,0.057999999999999996,0.06745,0.042499999999999996,0.026,0.04675
2005-10-31,-0.0314,-0.027950000000000003,-0.0447,-0.0007999999999999995,0.019549999999999998,0.0284,-0.057499999999999996,-0.05355,-0.0613
2005-11-30,0.016,0.01675,0.0185,0.032400000000000005,0.011,0.0358,0.0342,0.02685,0.0315
2005-12-31,0.0412,0.0433,0.052750000000000005,0.09769999999999998,0.08165,0.1343,0.0229,0.01965,0.028050000000000002
2006-01-31,0.0673,0.0859,0.10035,0.038900000000000004,0.0453,0.0303,0.0653,0.0706,0.1099
2006-02-28,0.008900000000000002,0.0247,0.0251,-0.0224,-0.028399999999999998,-0.06105000000000001,0.0009000000000000002,0.019450000000000002,0.017249999999999998
2006-03-31,0.04360000000000001,0.058,0.06245,0.030399999999999996,0.02395,0.034699999999999995,0.0235,0.049800000000000004,0.068
2006-04-30,0.0561,0.06395,0.08055000000000001,0.024499999999999997,0.0214,0.01,0.0689,0.05685,0.07780000000000001
2006-05-31,-0.032100000000000004,-0.03845,-0.05015,-0.06970000000000001,-0.06375,-0.09820000000000001,-0.053200000000000004,-0.05525,-0.05455
2006-06-30,0.0019000000000000002,-0.0089,-0.013799999999999998,-0.0137,-0.02495,-0.01925,9.999999999999983e-05,-0.00455,-0.017400000000000002
2006-07-31,0.0141,0.0142,0.00445,-0.018000000000000002,-0.024299999999999995,-0.044399999999999995,0.0151,0.012,0.024149999999999998
2006-08-31,0.031200000000000002,0.03505,0.02615,0.0173,0.00855,0.016550000000000002,0.0288,0.0279,0.030449999999999998
2006-09-30,0.011,0.013399999999999999,0.01815,-0.0166,-0.02085,-0.0208,0.002999999999999999,0.0154,-0.0002500000000000002
2006-10-31,0.0423,0.0514,0.0458,0.0166,-0.0033000000000000004,0.0059,0.0643,0.04135,0.0847
2006-11-30,0.0418,0.05159999999999999,0.063,-0.0003000000000000008,-0.0033,-0.0049,0.049100000000000005,0.0655,0.0751
2006-12-31,0.0372,0.044700000000000004,0.0571,0.0182,0.00425,0.025949999999999997,0.044,0.035750000000000004,0.04575
2007-01-31,0.010499999999999999,0.0223,0.02105,0.008400000000000001,0.011699999999999999,0.00605,0.0221,0.05885,0.04475
2007-02-28,-0.0013000000000000004,0.0034,0.011399999999999999,0.0384,0.0388,0.0332,0.0128,0.01925,0.026299999999999997
2007-03-31,0.0414,0.03975,0.05325,-0.012700000000000001,-0.0021000000000000003,-0.00545,0.050800000000000005,0.050499999999999996,0.0732
2007-04-30,0.0598,0.06355,0.061950000000000005,-0.0231,-0.0194,-0.00345,0.0514,0.06770000000000001,0.0807
